Symbol,Name,Country,IPO Year,Volume,Sector,Industry
SHCO,Soho House & Co Inc. Class A Common Stock,,2021,243493,Consumer Discretionary,Hotels/Resorts
SHCR,Sharecare Inc. Class A Common Stock,United States,2021,3998339,Health Care,Medical/Nursing Services
SHCRW,Sharecare Inc. Warrant,United States,2020,95,Health Care,Medical/Nursing Services
SHEL,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) ,Netherlands,2022,3078948,Energy,Oil & Gas Production
SHEN,Shenandoah Telecommunications Co Common Stock,United States,,186634,Telecommunications,Telecommunications Equipment
SHFS,SHF Holdings Inc. Class A Common Stock,United States,2021,15870,Finance,Finance: Consumer Services
SHFSW,SHF Holdings Inc. Warrants,United States,2021,1591,Finance,Finance: Consumer Services
SHG,Shinhan Financial Group Co Ltd American Depositary Shares,South Korea,,108467,Finance,Major Banks
SHIM,Shimmick Corporation Common Stock,United States,2023,694868,Industrials,Military/Government/Technical
SHIP,Seanergy Maritime Holdings Corp. Common Stock,Greece,,281113,,
SHLS,Shoals Technologies Group Inc. Class A Common Stock,United States,2021,7014618,Technology,Semiconductors
SHLT,SHL Telemedicine Ltd American Depositary Shares,Israel,,1026,Health Care,Medical/Nursing Services
SHMD,SCHMID Group N.V. Class A Ordinary Shares,Cayman Islands,,55863,Technology,Industrial Machinery/Components
SHMDW,SCHMID Group N.V. Warrants,Cayman Islands,,139353,Technology,Industrial Machinery/Components
SHO,Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares,United States,2004,1478735,Consumer Discretionary,Hotels/Resorts
SHO^H,Sunstone Hotel Investors Inc. 6.125% Series H Cumulative Redeemable Preferred Stock,United States,,3826,,
SHO^I,Sunstone Hotel Investors Inc. 5.70% Series I Cumulative Redeemable Preferred Stock,United States,,2225,,
SHOO,Steven Madden Ltd. Common Stock,United States,1993,523956,Consumer Discretionary,Shoe Manufacturing
SHOP,Shopify Inc. Class A Subordinate Voting Shares,Canada,2015,10785178,Technology,Computer Software: Prepackaged Software
SHOT,Safety Shot Inc. Common Stock,United States,2020,1187779,Consumer Discretionary,Package Goods/Cosmetics
SHOTW,Safety Shot Inc. Warrant,United States,2020,24662,Consumer Discretionary,Package Goods/Cosmetics
SHPH,Shuttle Pharmaceuticals Holdings Inc. Common Stock,United States,2022,84945,Health Care,Biotechnology: Pharmaceutical Preparations
SHPW,Shapeways Holdings Inc. Common Stock,United States,,29182,Consumer Discretionary,Miscellaneous manufacturing industries
SHPWW,Shapeways Holdings Inc. Warrants,United States,,5555,Consumer Discretionary,Miscellaneous manufacturing industries
SHW,Sherwin-Williams Company (The) Common Stock,United States,,1735147,Consumer Discretionary,RETAIL: Building Materials
SHYF,The Shyft Group Inc. Common Stock,United States,,170623,Consumer Discretionary,Auto Manufacturing
SIBN,SI-BONE Inc. Common Stock,United States,2018,226582,Health Care,Medical/Dental Instruments
SID,Companhia Siderurgica Nacional S.A. Common Stock,Brazil,,1845393,Industrials,Steel/Iron Ore
SIDU,Sidus Space Inc. Class A Common Stock,United States,2021,132912,Telecommunications,Telecommunications Equipment
SIEB,Siebert Financial Corp. Common Stock,United States,,20452,Finance,Investment Bankers/Brokers/Service
SIF,SIFCO Industries Inc. Common Stock,United States,1969,2054,Industrials,Aerospace
SIFY,Sify Technologies Limited American Depositary Shares,India,,493231,Technology,Computer Software: Programming Data Processing
SIG,Signet Jewelers Limited Common Shares,Bermuda,,589389,Consumer Discretionary,Consumer Specialties
SIGA,SIGA Technologies Inc. Common Stock,United States,,503968,Health Care,Biotechnology: Pharmaceutical Preparations
SIGI,Selective Insurance Group Inc. Common Stock,United States,,315268,Finance,Property-Casualty Insurers
SIGIP,Selective Insurance Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.60% Non-Cumulative Preferred Stock Series B,United States,,16691,Finance,Property-Casualty Insurers
SII,Sprott Inc. Common Shares,,2020,167645,Finance,Finance: Consumer Services
SILC,Silicom Ltd Ordinary Shares,Israel,,9222,Telecommunications,Computer Communications Equipment
SILK,Silk Road Medical Inc. Common Stock,United States,2019,683269,Health Care,Medical/Dental Instruments
SILO,Silo Pharma Inc. Common Stock,United States,,58560,Consumer Discretionary,Apparel
SILV,SilverCrest Metals Inc. Common Shares,Canada,2018,1595830,Basic Materials,Precious Metals
SIM,Grupo Simec S.A.B. de C.V. American Depositary Shares,Mexico,1998,215,Industrials,Steel/Iron Ore
SIMO,Silicon Motion Technology Corporation American Depositary Shares,Taiwan,2005,206329,Technology,Semiconductors
SING,SinglePoint Inc. Common Stock,,2023,42067640,Consumer Discretionary,Other Consumer Services
SINT,SiNtx Technologies Inc. Common Stock,United States,2014,830068,Health Care,Medical/Dental Instruments
SIRI,Sirius XM Holdings Inc. Common Stock,United States,,17259920,Consumer Discretionary,Broadcasting
SISI,Shineco Inc. Common Stock,China,2016,580160,Health Care, Medicinal Chemicals and Botanical Products 
SITC,SITE Centers Corp. Common Stock,United States,,1431866,Real Estate,Real Estate Investment Trusts
SITC^A,SITE Centers Corp. 6.375% Class A Preferred Shares,United States,,14379,,
SITE,SiteOne Landscape Supply Inc. Common Stock,United States,2016,174402,Consumer Discretionary,Professional and commerical equipment
SITM,SiTime Corporation Common Stock,United States,2019,230008,Technology,Semiconductors
SIX,Six Flags Entertainment Corporation New Common Stock,United States,,594531,Consumer Discretionary,Services-Misc. Amusement & Recreation
SJ,Scienjoy Holding Corporation Class A Ordinary Shares ,China,2019,13378,Technology,EDP Services
SJM,The J.M. Smucker Company Common Stock,United States,,981135,Consumer Staples,Packaged Foods
SJT,San Juan Basin Royalty Trust Common Stock,United States,,728781,Energy,Oil & Gas Production
SJW,SJW Group Common Stock (DE),United States,1972,186674,Utilities,Water Supply
SKE,Skeena Resources Limited Common Shares,,2021,791650,,
SKGR,SK Growth Opportunities Corporation Class A Common Stock,United States,2022,984,Finance,Blank Checks
SKGRW,SK Growth Opportunities Corporation Warrant,United States,2022,509,Finance,Blank Checks
SKIL,Skillsoft Corp. Class A Common Stock,United States,2019,37510,Technology,Computer Software: Prepackaged Software
SKIN,The Beauty Health Company Class A Common Stock,United States,2020,928109,Health Care,Medical/Dental Instruments
SKLZ,Skillz Inc. Class A Common Stock,United States,2020,112661,Technology,EDP Services
SKM,SK Telecom Co. Ltd. Common Stock,South Korea,,209206,Telecommunications,Telecommunications Equipment
SKT,Tanger Inc. Common Stock,United States,1993,495504,Real Estate,Real Estate Investment Trusts
SKWD,Skyward Specialty Insurance Group Inc. Common Stock,United States,2023,587118,Finance,Property-Casualty Insurers
SKX,Skechers U.S.A. Inc. Common Stock,United States,1999,1933461,Consumer Discretionary,Shoe Manufacturing
SKY,Skyline Champion Corporation Common Stock,United States,,279739,Consumer Discretionary,Homebuilding
SKYE,Skye Bioscience Inc. Common Stock,United States,,73595,Health Care,Biotechnology: Pharmaceutical Preparations
SKYH,Sky Harbour Group Corporation Class A Common Stock,United States,2022,90437,Finance,Real Estate
SKYT,SkyWater Technology Inc. Common Stock,United States,2021,460300,Technology,Semiconductors
SKYW,SkyWest Inc. Common Stock,United States,1986,403160,Consumer Discretionary,Air Freight/Delivery Services
SKYX,SKYX Platforms Corp. Common Stock,United States,2022,465705,Consumer Discretionary,Building Products
SLAB,Silicon Laboratories Inc. Common Stock,United States,2000,167315,Technology,Semiconductors
SLAM,Slam Corp. Class A Ordinary Share,United States,2021,5806,Finance,Blank Checks
SLAMU,Slam Corp. Unit,United States,2021,3,Finance,Blank Checks
SLAMW,Slam Corp. warrant,United States,2021,27268,Finance,Blank Checks
SLB,Schlumberger N.V. Common Stock,France,,10387353,Energy,Oilfield Services/Equipment
SLCA,U.S. Silica Holdings Inc. Common Stock,United States,2012,675549,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SLDB,Solid Biosciences Inc. Common Stock,United States,2018,300204,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SLDP,Solid Power Inc. Class A Common Stock,United States,2021,1555223,Miscellaneous,Industrial Machinery/Components
SLDPW,Solid Power Inc. Warrant,United States,2021,29562,Miscellaneous,Industrial Machinery/Components
SLE,Super League Enterprise Inc. Common Stock,United States,2019,230641,Consumer Discretionary,Services-Misc. Amusement & Recreation
SLF,Sun Life Financial Inc. Common Stock,Canada,,3315605,Finance,Life Insurance
SLG,SL Green Realty Corp Common Stock,United States,1997,595223,Real Estate,Real Estate Investment Trusts
SLG^I,SL Green Realty Corporation Preferred Series I,United States,,9780,,
SLGL,Sol-Gel Technologies Ltd. Ordinary Shares,Israel,2018,34803,Health Care,Biotechnology: Pharmaceutical Preparations
SLGN,Silgan Holdings Inc. Common Stock,United States,2022,503114,Industrials,Containers/Packaging
SLI,Standard Lithium Ltd. Common Shares,Canada,2021,884581,Industrials,Major Chemicals
SLM,SLM Corporation Common Stock,United States,,925614,Finance,Finance: Consumer Services
SLMBP,SLM Corporation Floating Rate Non-Cumulative Preferred Stock Series B,United States,,14420,Finance,Finance: Consumer Services
SLN,Silence Therapeutics Plc American Depository Share,United Kingdom,,66954,Health Care,Biotechnology: Pharmaceutical Preparations
SLNA,Selina Hospitality PLC Ordinary Shares,United Kingdom,,28778016,Consumer Discretionary,Hotels/Resorts
SLNAW,Selina Hospitality PLC Warrant,United Kingdom,,7196,Consumer Discretionary,Hotels/Resorts
SLND,Southland Holdings Inc. Common Stock,United States,,99168,Industrials,Military/Government/Technical
SLNG,Stabilis Solutions Inc. Common Stock,United States,,1709,Utilities,Oil/Gas Transmission
SLNH,Soluna Holdings Inc. Common Stock,United States,,71661,Finance,Finance: Consumer Services
SLNHP,Soluna Holdings Inc 9.0% Series A Cumulative Perpetual Preferred Stock ,United States,,2449,Finance,Finance: Consumer Services
SLNO,Soleno Therapeutics Inc. Common Stock,United States,2014,493367,Health Care,Biotechnology: Pharmaceutical Preparations
SLP,Simulations Plus Inc. Common Stock,United States,,88771,Technology,EDP Services
SLQT,SelectQuote Inc. Common Stock,United States,2020,1018107,Finance,Specialty Insurers
SLRC,SLR Investment Corp. Common Stock,United States,2010,117134,Finance,Finance/Investors Services
SLRN,ACELYRIN INC. Common Stock,United States,2023,1224964,Health Care,Biotechnology: Pharmaceutical Preparations
SLRX,Salarius Pharmaceuticals Inc. Common Stock,United States,2015,18006,Health Care,Biotechnology: Pharmaceutical Preparations
SLS,SELLAS Life Sciences Group Inc. Common Stock,United States,,532057,Health Care,Biotechnology: Pharmaceutical Preparations
SLSR,Solaris Resources Inc. Common Shares,,2024,44150,,
SLVM,Sylvamo Corporation Common Stock,United States,2021,366916,Basic Materials,Paper
SLVO,Credit Suisse X-Links Silver Shares Covered Call ETNs due April 21 2033,Switzerland,,6761,Finance,Blank Checks
SM,SM Energy Company Common Stock,United States,,1070984,Energy,Oil & Gas Production
SMAR,Smartsheet Inc. Class A Common Stock,United States,2018,790840,Technology,EDP Services
SMBC,Southern Missouri Bancorp Inc. Common Stock,United States,,29235,Finance,Banks
SMBK,SmartFinancial Inc. Common Stock,United States,,62864,Finance,Major Banks
SMCI,Super Micro Computer Inc. Common Stock,United States,2020,6235137,Technology,Computer Manufacturing
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),Japan,,894523,Finance,Commercial Banks
SMFL,Smart for Life Inc. Common Stock ,United States,2023,490397,Health Care, Medicinal Chemicals and Botanical Products 
SMG,Scotts Miracle-Gro Company (The) Common Stock,United States,1992,728121,Industrials,Agricultural Chemicals
SMHI,SEACOR Marine Holdings Inc. Common Stock ,United States,2017,68977,Consumer Discretionary,Marine Transportation
SMID,Smith-Midland Corporation Common Stock,United States,,37268,Industrials,Building Materials
SMLP,Summit Midstream Partners LP Common Units Representing Limited Partner Interests,United States,2012,28088,Utilities,Natural Gas Distribution
SMLR,Semler Scientific Inc. Common Stock,United States,,1406156,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SMMT,Summit Therapeutics Inc. Common Stock ,United States,2015,13548499,Health Care,Biotechnology: Pharmaceutical Preparations
SMP,Standard Motor Products Inc. Common Stock,United States,,151321,Consumer Discretionary,Auto Parts:O.E.M.
SMPL,The Simply Good Foods Company Common Stock,United States,,541581,Consumer Staples,Packaged Foods
SMR,NuScale Power Corporation Class A Common Stock,United States,2022,18035683,Industrials,Metal Fabrications
SMRT,SmartRent Inc. Class A Common Stock,United States,,923159,Technology,EDP Services
SMSI,Smith Micro Software Inc. Common Stock,United States,1995,98665,Technology,Computer Software: Prepackaged Software
SMTC,Semtech Corporation Common Stock,United States,,875795,Technology,Semiconductors
SMTI,Sanara MedTech Inc. Common Stock,United States,,11958,Health Care,Industrial Specialties
SMWB,Similarweb Ltd. Ordinary Shares,,2021,38972,Technology,Computer Software: Programming Data Processing
SMX,SMX (Security Matters) Public Limited Company Class A Ordinary Shares,Ireland,,12070206,Technology,Industrial Machinery/Components
SMXT,Solarmax Technology Inc. Common Stock,United States,2024,242672,Consumer Discretionary,Engineering & Construction
SMXWW,SMX (Security Matters) Public Limited Company Warrant,Ireland,,600,Technology,Industrial Machinery/Components
SN,SharkNinja Inc. Ordinary Shares,United States,2023,1366594,Consumer Discretionary,Consumer Electronics/Appliances
SNA,Snap-On Incorporated Common Stock,United States,,251096,Consumer Discretionary,Industrial Machinery/Components
SNAL,Snail Inc. Class A Common Stock,United States,2022,7107,Technology,Computer Software: Prepackaged Software
SNAP,Snap Inc. Class A Common Stock,United States,2017,13320758,Technology,Computer Software: Programming Data Processing
SNAX,Stryve Foods Inc. Class A Common Stock,United States,2019,24527,Consumer Staples,Packaged Foods
SNAXW,Stryve Foods Inc. Warrant,United States,2019,300650,Consumer Staples,Packaged Foods
SNBR,Sleep Number Corporation Common Stock,United States,,447367,Consumer Discretionary,Home Furnishings
SNCR,Synchronoss Technologies Inc. Common Stock,United States,2018,38210,Technology,EDP Services
SNCRL,Synchronoss Technologies Inc. 8.375% Senior Notes due 2026,United States,,1705,Health Care,Biotechnology: Pharmaceutical Preparations
SNCY,Sun Country Airlines Holdings Inc. Common Stock,United States,2021,691903,Consumer Discretionary,Air Freight/Delivery Services
SND,Smart Sand Inc. Common Stock,United States,2016,67523,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
